text,page_number,book,chapter
"    The Christian  king tries to  deceive the  Moslems.    284 HISTORY OF THE MOHAMMEDAN (BooK vit.    “ for battle; but Alfonso’s courage failed [when he saw the fine order in which  “‘ they were], and, instead of advancing to the attack, he had recourse to artifice  “and deceit, so that the Moslems returned to their encampment and passed that  “ night in their tents. On the following morning, which was Thursday, Alfonso  “sent a message to Al-mu’tamed, thus conceived: ‘To-morrow is Friday, and  “‘a holiday for the people of thy creed; so is Sunday for those of ours; let the  “ battle, then, take place on the intermediate day, which is Saturday.’ Al-  ‘“mu’tamed hastened to communicate to Ytsuf the message he had received ;  “at the same time intimating to him his conviction that it was merely intended  “to deceive, and that Alfonso really meant to attack them on Friday. He there-  “fore advised that Sult4n to keep his men in readiness the whole of Friday.  “This was done as he proposed; the men received orders to be prepared for  “ battle, and the sentries to be on the alert.   “In the middle of the night of Thursday, a devout and holy Faquih, named  ‘* Abi-l-’abbds Ahmed Ibn Romeylah Al-kortobi, who followed the camp of Al-  “ mu’tamed, awoke in great exultation and delight, saying to all those whom  ‘he happened to meet, how he had that very night seen in a dream the messenger  “‘of God [Mohammed], who had assured him of the victory, and told him that  “he himself would fall a martyr for the faith at sunrise of the ensuing day.  “ Accordingly, Abi-l-’abbds prepared himself; he passed a part of the night in  ‘‘ prayer, and anointed and perfumed his head. This circumstance having been  “ reported to Al-mu’tamed, he hastened to communicate it to Yusuf, as one proof  “ more of the treason which the infidel king was meditating.   “The same night [of Thursday], two horsemen, belonging to the army of  “‘ Al-mu’tamed, came and informed that prince, that having, according to his  “instructions, spied Alfonso’s camp, they had heard a confused noise as of  “‘ troops marching to and fro, and soldiers getting their weapons ready. Shortly  ‘‘ after other horsemen arrived at full gallop into the camp, bringing positive  ‘information of Alfonso’s movements. These were quickly followed by some  “scouts whom Al-mu’tamed had sent into the Christian camp to ascertain, if  ‘* possible, what were the intentions of the enemy. They returned, saying, ‘We  ‘“‘ sharpened our ears and listened; and heard Alfonso say to his people,—Al-  “* mu’tamed is well practised in Andalusian warfare; the Africans are not; for,  “‘ however intelligent and experienced in military affairs the latter may be, they  “are totally unacquainted with this country and its different modes of warfare.  “Tt is clear, therefore, that on the present occasion they are entirely guided by  “the advice of Al-mu’tamed: against him, then, must your attacks be first  ** directed, and your utmost courage and perseverance be displayed ; for, if once",322,book_7,
"    CHAP. VI.] DYNASTIES IN SPAIN. 285    “* you defeat him, the victory over the Africans will be easily gained. For my  ‘ part, I do not think that Al-mu’tamed can resist you long, if you attack him with  “vigour and determination.’ :   ‘‘ Upon the receipt of this information, Al-mu’tamed dispatched his Katib, Abii His plans |   “ Bekr Ibnu-l-kossayrah, to inform the Sult4n Yusuf of the approach of Alfonso, disconcerted.  “ and of his plan of attack, and to ask him at the same time to re-inforce his army  ‘‘ with some troops. Ibnu-l-kossayrah galloped through the camp, until he reached  ‘the tent of Yusuf Ibn Tdshefin, to whom he delivered his master’s message.  “‘ Yusuf answered, ‘Go and tell Al-mu’tamed that I will shortly hasten to his  “* assistance ;” saying which, he directed one of his generals to take a body of  “ troops, which he named, and to attack and fire Alfonso’s camp as soon as he  “saw him engaged with Al-mu’tamed. Ibnu-l-kossayrah then returned to his  ‘master ; but scarcely had he had time to communicate the answer of which he  ‘* was the bearer, when the troops of the infidel king made their appearance.   “* Al-mu’tamed [and his men] fought with the courage of despair, but the troops larrigs  ‘of Alfonso being greatly superior in numbers, the Moslems were surrounded mu'tamed’s  “and hemmed in on all sides. The struggle now became fiercer than ever, and the""?   ‘* furnaces of war burned with additional violence ; death exercised its fury among  “ the followers of Al-mu’tamed, who himself performed on that day such feats of  ‘* arms as no warrior in his army could equal. Meanwhile the King of Seville was  ‘ anxiously expecting the re-inforcements which Yusuf had promised to him. He Realous ees  “kept looking in the direction of the African camp, but no troops came; the monarch.  “‘ Christians, on the other hand, repeated their attacks with increasing fury, until, at  ‘* last, the Andalusians, disheartened by their own loss, and not seeing the Africans  “‘ come to their assistance, began to lose courage. Some of them even gave way,  “< and in their number Al-mu’tamed’s own son, ’Abdullah. However, that monarch  “ continued fighting until he was thrice wounded ; he received a sabre cut on the  “head, which went through his helmet and lodged in his head, as far as the  ‘temples ; he received another sabre cut in the right hand, and a thrust of a spear  ‘in his thigh; he had three chargers killed under him, and whenever he was  “‘ dismounted he was immediately supplied with another steed. Often did he seek  “« death in the ranks of the enemy by rushing into the middle of them and dealing  “‘ blows right and left. In that situation, and whilst the blood was dripping from  “his wounds, Al-mu’tamed happened to think of a pet child of his, surnamed  “ Abi Hashim, whom he had left behind [in Seville] owing to a slight indis-  ‘ position, and he exclaimed—  ‘O Abd Hashim! the sword [of the enemy] has fractured my bones ;  ‘but God gave me courage and endurance throughout the bloody conflict.",323,book_7,
"    286 HISTORY OF THE MOHAMMEDAN [BOOK VII.    ‘ [Even now] amidst the clouds of dust [raised by warriors’ feet] I think of  ‘ thy little person, and yet the pleasant thought induces me not to flee.’ ®  Yéeuf marches «¢ At last the expected re-inforcements came, and Al-mu’tamed was extricated  “* from his perilous situation. The first among the generals of Yiisuf who came to  “ the assistance [of the Andalusians] was Déwid Ibn ’A’yeshah, an experienced  “ and brave officer. Next came Yusuf himself with banners displayed and drums  “* beating, the sounds of which resounded loudly through the air. This being  “ perceived by Alfonso, he sent against the Africans a body of his best troops ;  “he in person followed them with the greater part of his army. Yusuf then  “hastened towards them, and having charged the enemy at the head of all his  “* forces, made them fall back upon their cantonments. The relics of Al-mu’tamed’s  “ division gathered round Yiisuf’s host ; the men began to sniff up the odoriferous  ‘* gales of victory, and congratulate each other upon their forthcoming success.  “* This done, the Moslems again charged the enemy together and at once; the  “* earth quaked under the hoofs of their horses ; the sun was obscured by the clouds  “* of dust rising under the feet of the warriors ; the steeds swam through torrents of  Extrleates him. Llood. Both parties, in short, fought with equal animosity and courage. At  Hel ce “ last, Al-mu’tamed and Yusuf met together, and they united in a furious and irre-  “ gistible charge ; upon which the Andalusian fugitives, seeing the Africans closely  “‘ engaged with the Christians, returned little by little [to the camp], and joined  ‘also in the attack, which was so spirited and so well conducted, that the  “ Christians gave way every where, and took to flight. Alfonso then fled the  “ field of battle, not without having received a wound in one of his knees, which  “made him lame for the rest of his life.”  Takes and According to Ibn. Khallekén (in the life of Yusuf Ibn Téshefin), when, as above  serene - related, Alfonso had nearly destroyed Al-mu’tamed’s division, Yusuf summoned  camp round him his best infantry, and the cavalry of Senhéjah and the chiefs of the  principal [Berber] tribes, and, putting himself at their head, led the attack against  the camp of Alfonso, which he surprised and entered, putting to the sword all  the troops left for its defence. The stormy din of drums, the clash of clarion  and trumpet, filled the air; the earth quaked [under the weight of the warriors],  and the neighbouring mountains echoed the thousand discordant sounds. The  Christians [who were closely engaged with Al-mu’tamed] seeing the Moslems in  possession of their camp, returned to expel them therefrom ; upon which, the Amir,  Yusuf, went out [to assist them, and having repulsed the assailants,] returned to  the camp, and expelled the Christians from it.’ Again the enemy returned to the  attack, but they were a second time repulsed, and the camp remained in the posses-  sion of the Moslems. In this manner the attacks succeeded each other, until the",324,book_7,
"    CHAP. VI.] DYNASTIES IN SPAIN. 287    Amir of the Moslems * summoned his own body-guard, composed of black slaves,  and, having picked out four thousand of them, armed with sharp Indian swords, short  spears of Zdb, and shields covered with hippopotamus-hide, he directed them to  dismount and join the fight, which they did with awful execution, cutting the horses’  houghs, spearing their riders when on the ground, and throwing confusion into  the enemy’s ranks. In the middle of the conflict Alfonso attacked, sword in hand, eee  a black slave who had spent all his javelins, and aimed at his head; but the black the thigh.  avoided the blow, and, creeping under Alfonso’s horse, seized the animal by the  bridle; then taking out a khanjar,° which he wore at his girdle, he wounded the  Christian king in the thigh, the instrument piercing both armour and flesh, and  pinning Alfonso to his horse’s saddle. The rout then became general, the gales of  victory blew, and God sent down his spirit to the Moslems, rendering the true  religion triumphant. A charge more desperate than the others at last expelled  the Christians from their camp, and completed their discomfiture. Every where the  infidels turned their backs before the Moslems, quietly giving up their throats to  the caresses of the swords, and their bodies to the thrusting of the spears. Those  who escaped fled to a small eminence in the vicinity of the camp, where they tried  to make a stand. They were immediately surrounded by the cavalry of the Mos-  lems, and would inevitably have been taken had not night come on, under cover of  which Alfonso and his followers were enabled to come down and escape destruction,  when they must already have felt the fangs of death upon their throats. The  Moslems, however, took possession of every thing they found in the Christian  camp,—stores, weapons, provisions, tents,!° vases, and so forth.   But let us hear what the author of the Raudhu-l-mu’attar says on the subject. Fees the field  “ After the defeat of his army, Alfonso ascended a small eminence close to his of bate  “‘ camp, with five hundred of his knights, every one of whom had been more or less  ‘“‘ wounded in the conflict: from thence they all disappeared in the course of the  “night. All those who did not follow the example of their king were either  ‘« killed or taken prisoners ; the number of those who died in the battle or after it  “being so great that the plain was actually covered with their bodies, and that  ‘‘ the heads of the slain, piled up in various places, formed several pulpits from  “which the muezzins called the faithful to prayer: indeed, had Alfonso stayed  ‘to contemplate the field of battle, he would have found it a terrible lesson to  “him and to his followers.   ‘© As it was, when he arrived at his city [Toledo], and began to inquire about Diese sora  “his friends and courtiers and the brave warriors of his army, and was told that ment.  “‘ every one of them was either slain or a captive in the hands of the Moslems,  «* —-when he perceived that wherever he went there was nothing but wailings and",325,book_7,
"    288 HISTORY OF THE MOHAMMEDAN [BOOK VII.    “* Jamentations,—he fell suddenly into a dejected state of mind, and neither ate nor  “drank, until he actually died of sorrow and disappointment. He left no male  “« children, and was succeeded by a daughter, who shut herself up in Toledo.""   ‘« Immediately after the battle, Al-mu’tamed went to see Yusuf, shook hands with  “‘ him, congratulated him upon the victory he had gained, and thanked and praised  “him [for the assistance he had lent to the common cause]. Ytisuf, on the other  ‘hand, thanked Al-mu’tamed for his exertions, and the courage which he had  “‘ displayed in the contest. Yvtisuf having, in the course of conversation, asked  “ Al-mu’tamed how he was when his timely aid came to extricate him from his  “« dangerous position, that monarch answered him, ‘Thou hadst better ask [the  “ fugitives]; there they are before thee.’   ‘* Al-mu’tamed wrote from the field of battle, announcing to his son in Seville  “the victory which the Moslems had gained. The letter was thus conceived:  “« From the camp of victory, this Friday, the 20th of Rejeb, [a.u. 479]. God  “has exalted the faith, and rendered the Moslems victorious, granting them a  ‘manifest victory, routing and putting to flight the idolaters and unbelievers. He  ‘“‘ has made the latter taste the awful punishments and excruciating tortures which  ‘‘ await them [in hell]. Praise [be given] to God for the signal favours he has  “« just granted to us, and the contentment and joy he has this day sent down unto  “us by breaking down the power and scattering the forces of Alfonso, annihilating  ‘the whole of his army, and committing so many of his followers to the raging  ‘* fires of hell, where they will not fail to be subjected to those everlasting torments  “which are reserved for the infidels. Our victory was complete: we took and  “‘ plundered his camp, and put to the sword the whole of his men, his most  “‘ renowned warriors and stoutest champions; the slaughter being so great that  ‘* the Moslems are now piling up the heads of the slain, and raising towers from  ‘* which to proclaim the hours of public prayer. Praise [be given] to God for all his  “‘ favours. As to me, I received a few slight wounds, which at first were painful  ‘“* enough, but are now closed. Praise be given to God. Fare thee well.’” -   In this battle numbers of Moslems won the crown of martyrdom, among whom  were several chiefs and doctors distinguished by their virtues or their talents, such  as Ibn Romeylah, whose dream we have related above, Abii Merwadn ’Abdu-l-malek  Al-masmidi, Kadi of Morocco, and others. (May God Almighty have mercy  on their souls!) Yet the loss of the Moslems was trifling when compared with  that experienced by the Christians. For many years after the field of battle was so  covered with the carcasses of the slain, that it was impossible to walk through it  without treading on the withered bones of some infidel.   The Moslems remained four days encamped on the field of battle, occupied in",326,book_7,
"    CHAP. VI.] DYNASTIES IN SPAIN. 289    collecting the spoils of the enemy. When every thing had been got together,  Yisuf’s pleasure was consulted with regard to the partition; but Yisuf would  not touch any portion of the spoil, and gaye it to the Andalusian chieftains to  be divided among them, saying, ‘‘I came not to this country for the sake of  ‘“‘ plunder; I came for no other purpose than that of waging war against the    6c    “o    infidel, and thereby deserving the rewards promised to those who fight for the  cause of God.” When the Andalusian princes saw Yuisuf’s generous conduct    with regard to the division of the spoil, they praised his liberality, and thanked  him for it.    But to return to the principal subject of our narrative. ‘‘ The battle being over, Yésuf visits  eville,    ‘* Al-mu’tamed invited Yusuf Ibn Tashefin to accompany him to Seville, and the  “latter having accepted the invitation, both princes repaired to that capital, ac-    companied by a numerous and brilliant escort. When Ydsuf Ibn Tdshefin saw  Seville, which, as is well known, is one of the most splendid and magnificent cities  {in the world], he could not remove his eyes from the sight, and his mind was  absorbed in the contemplation of its many beauties. Seville is situated on the  banks of a large river, into which the tide pours the waters of the sea, and  which is navigated by merchant ships trading between Maghreb (Western Africa)  and Andalus. To the west of the city lies a fertile district, twenty parasangs in  length, in which are upwards of one thousand hamlets surrounded by orchards  and gardens, where the vine, the olive, and fig-tree grow in great luxuriance.  The district is called Sharaf (Axarafe), and constitutes one of the greatest  beauties of Seville, there being no other city in the West to be compared to  it on this account. On one side of the city are the palaces of Al-mu’tamed and  of his father, Al-mu’tadhed, both extremely beautiful [in their proportions], and  most splendid in their decorations. In one of these palaces, which was furnished Is magni-    ficently enter-    for the occasion with every requisite article, Yisuf Ibn Tashefin was lodged tained by the  with his suite, Al-mu’tamed taking care that they should be daily provided with Gf °""""""  food, drink, clothes, beds, &c., and appointing persons to see that all the wishes   of his royal guest were fully gratified. Such, indeed, was the attention and  courtesy which Al-mu’tamed displayed on this occasion, that Yusuf could not   forbear showing his gratitude, and thanking him for his hospitality.   “There were in the suite of Ibn Tdshefin [Yvisuf] several courtiers who were The Almora-    dexterously calling the attention of that Sultan to the comforts and luxuries Snpostion to  by which he was surrounded, and to the pleasures and enjoyments which his Kndaius.  host was daily procuring for him, as well as instigating him to adopt a similar    mode of living. One of them said once to him, ‘ Among the great advantages    ‘which power confers upon a king, one is that it enables him to pass his life    VOL. II. 2p",327,book_7,
"    290 HISTORY OF THE MOHAMMEDAN [Boox vir.    “in pleasure and comfort, as this Al-mu’tamed and his colleagues [the petty kings  ‘of Andalus] are doing.’ Ibn Tashefin [Yusuf] was a wise and shrewd man;  “* he was neither too prompt in his determinations, nor too slow in carrying them  ‘* into effect ; and as he had passed the greater part of his life in his native deserts,  “‘ exposed to hunger and privation, he had no taste for the life of pleasure and  “enjoyment which was recommended to him, and he accordingly rejected the  ‘‘ advice of his counsellor, saying to him, ‘It strikes me that this man (meaning  ‘* Al-mu’tamed) is throwing away the power which has been placed in his hands ;  ‘* for there can be no doubt that the sums of money which he is daily expending to  “ support all this pomp and vanity were formerly in the hands of his subjects,  “‘ from whom he cannot have obtained them by legal means, but through unjust  “ proceedings, to spend them in the indulgence of forbidden pleasures and frivolous  ‘“‘ pastimes; and instead of giving his attention to the good administration and  “‘ defence of his kingdom, and to the welfare and prosperity of his subjects, he  “ thinks of nothing else than satisfying the cravings of his passions.’ And by my  “ life,” observes the author from whom we borrow the above narrative, ‘“‘ Yusuf  ‘was right when he said so.   ‘* After this, Yusuf Ibn Téshefin inquired how Al-mu’tamed conducted himself  “in his pleasures; whether he always led the same dissipated life, or whether  “he sometimes refrained and lived more soberly. The answer was, that Al-  ‘* mu’tamed always led the same life [of dissipation and pleasure]. ‘And do  ‘* Al-mu’tamed’s friends, do his allies, and the high functionaries of his court,  ‘“‘ approve of his conduct and imitate him ?’—‘ No, they do not.’—‘ Well, then,  ** how are they pleased with him?’—‘ They are not pleased at all,’ was the courtier’s  ‘answer. Hearing this, Yusuf kept silence, and remained for some time wrapt  ‘‘ up in his thoughts.    Advice given ‘In this manner Yusuf passed some days at Seville. One day, during his  tamed,“ stay at that city, a man badly dressed presented himself at the gate of Al-    ‘* mu’tamed’s palace, and asked to be admitted into that monarch’s presence.  “ Permission being granted to him, the man, who was one of those endowed  ‘“‘ with intelligence and foresight in mundane affairs, entered the hall where Al-  “ mu’tamed was, and having previously bowed down to the earth before him,  “ addressed him thus: ‘May God prosper thee, O Sultan! It behoves him who  ‘“‘has received a benefit to show his gratitude for it, and give good advice in  “return. I am thy subject, and although my condition [in life] is one of the  ‘*‘ humblest, yet I deem it incumbent on me to bestow on thee such warning  ‘‘and advice as may hereafter insure thy rule in this country. Know, then, that  ‘it has reached my ears that one of the Africans who came in the suite of thy",328,book_7,
"    CHAP. VI.] DYNASTIES IN SPAIN. 291    “ guest, Yusuf Ibn Tashefin, has uttered certain expressions, indicating that his  ‘countrymen consider themselves and their king more deserving than thyself of  “the comforts and pleasures [which this thy kingdom affords]. I have been  “ thinking of an expedient, which, if thou art inclined to listen to me, I will  ** proceed to state.’—‘ Speak,’ said Al-mu’tamed impatiently. ‘This man,’ con-  ‘tinued the stranger, ‘whom thou hast allowed to pry into thy kingdom, is  ‘‘ well known to have sprung like a lion upon the kings of various countries,  “‘and to have dispossessed them of all their dominions. Witness the Zendtah  “‘ of the opposite coast, whose chiefs he attacked in succession, and deprived of  “all their power, and would mercilessly have destroyed, had not the sight of  “the luxuries and comforts by which thou art surrounded suddenly filled him  “with a desire to seize on thy kingdom; nay, on the whole of this island; for  **T do not imagine that thy colleagues, the rulers of Andalus, will fare better  “than thou. Indeed, I am told that Yusuf is constantly being importuned by  “his sons, relatives, and others, who all wish him to fix his residence in this  “happy and fertile kingdom of thine. Now that he has humbled the pride of  ‘* Alfonso, destroyed his army, and delivered thee from him, he will have no  “« difficulty in accomplishing his design; for, in delivering thee from an enemy,  ‘‘he has also deprived thee of the most powerful auxiliary thou couldst have  ‘against him. I can, however, procure thee a better ally and a warmer friend  “than Alfonso himself could be, if thou wilt only follow my advice and seize  “the favourable opportunity which presents itself to-day, and not let it pass  “as thou didst that of Alfonso.‘ And pray what is it?’ said Al-mu’tamed.  ‘<< That thou seize the person of thy guest, keep him a prisoner in thy palace,  ‘and threaten not to release him unless he issues orders for all Africans to leave  “this island forthwith and cross over to the deserts whence they came. This  “ being done, and when not even a child of his nation remains in this country,  ‘“‘ thou wilt, in concert with the other rulers of Andalus, adopt such measures  “‘as may be required for the protection of this sea and its shores against any  ‘‘ vessels of his that should attempt a passage. When all these preparations  “are made thou wilt release him, but not without having first compelled him  ‘“‘ to swear a most solemn oath never again to return to this island, unless there  “be a previous agreement between thee and him. Thou wilt, moreover, ask  ‘‘ him for hostages, to insure the fulfilment of his word; for I have no doubt  “he will grant thee any thing thou mayst ask him, his life being more valuable  ‘“to him than all that is required of him. He will then be satisfied with his  “‘ own native soil, which none else but him can like, and will not covet other",329,book_7,
"    Yusuf’s de-    parture for  Africa.    292 HISTORY OF THE MOHAMMEDAN [Book vil.    “« people’s countries. Thou wilt be delivered of him, after being delivered of  ‘“* Alfonso; and thou wilt remain in thy present condition, enjoying every pro-  “ sperity: thy fame will spread among the kings of this island; thy power will  “increase, and thy kingdom extend; and when the people of this country know  ‘‘what thou hast accomplished, they will praise thy act and extol thy wisdom.  ‘“« Kings shall dread thee, and thou wilt be enabled to accomplish any thing thou  ‘« pleasest for the extension of thy empire and the protection of thy dominions.  “« Know, therefore, that thou art called by Heaven to do a deed which shall satisfy  “¢ the nations, and without which oceans of human blood shall flow.’   ‘When Al-mu’tamed heard the man’s speech, he seemed to approve of it, and  ‘began to ponder in his mind whether he should seize the opportunity which  “* presented itself to him or not. Whilst he was absorbed in his thoughts, one  “of his courtiers, whom, like many others, Al-mu’tamed was in the habit of  “ admitting to his parties of pleasure, addressed himself to the counsellor, and said :  “ «Tt is not for princes like Al-mu’tamed, who is the pattern of every virtue, to  “commit such a treacherous act as to seize the person of his guest.’-—‘ No  “ matter,’ replied the man, ‘treason always takes the right from the hands of  ‘its possessor, to protect the man who is hard pressed by his enemy.’ '%—  ‘“« Injury with good faith,’ replied the courtier, ‘is preferable to prudence with  ‘injustice.’ The counsellor would go on defending his opinion, but Al-mu’tamed  ‘‘ dismissed him, after thanking him for his good advice, and making him a hand-  ‘© some present.   “ It appears, however, that Yusuf got intelligence of what had passed ; for when,  “on the morning of the ensuing day, Al-mu’tamed came up to him, as usual, with  “costly presents and valuable gifts, he took leave of him and departed on the  “same day. Some historians relate that Yusuf Ibn Tashefin dwelt outside of  “‘ Seville, and that when he had been there three days news came to him from  “‘ Maghreb (Western Africa), which required his: presence in that country; that  ‘* [Al-mu’tamed] Ibn ’Abbéd accompanied him one day and one night, after which  “Yusuf, seeing that his wounds were sore, begged and entreated him to return  “to his capital, which Al-mu’tamed did, not without appointing his own son,  “Abdullah, to accompany his illustrious guest to the sea shore, and to cross  “ over to Africa with him.”   On his return to Seville, Al-mu’tamed sat one day in public, and the people  were admitted to his presence. He was then congratulated upon his victory,  the Korén was read [in his presence], and the poets who stood on each side  of his throne recited poems in his praise. ‘I was present that day,” says",330,book_7,
"    CHAP. VI.] DYNASTIES IN SPAIN. 293    *Abdu-l-jelil Ibn Wahbin,'* “and I recited before Al-mu’tamed a poem which  “IT had composed for the occasion; the reader [of the Koradn] read that passage  ‘‘ which stands thus: ‘If ye do not help him, God will nevertheless render him  ‘* victorious [against his enemies].’ I then recited my own composition, which,  “ by Allah! turned entirely upon the meaning of that verse.”",331,book_7,
"    Yusuf again  crosses over  to Andalus.    Lays siege to  Toledo.    294 HISTORY OF THE MOHAMMEDAN (BooK vii.    BOOK VIII.    CHAP. I.    Yusuf again crosses over to Andalus—Lays siege to Toledo—Deprives ’Abdullah Ibn Balkin of his  dominions—His generals subdue the rest of Andalus—Seyr, the Almoravide, attacks the King of  Saragossa—Takes the castle of Roda—Dethrones the Kings of Murcia and Almeria—Puts to death  Ibn Al-afttas, King of Badajoz—Preparations against Al-mu’tamed—Al-mu’tamed besieged in Seville  —Implores the aid of Alfonso—Taking of Seville by the Almoravides—Al-mu’tamed is conveyed a  prisoner to Africa—His son ’Abdu-l-jabbar revolts in Andalus—lIs killed in the attempt—Death of  Al-mu’tamed—Death of Yusuf Ibn Téshefin—Accession of ’Ali—His campaigns with the Christians of  Andalus—Taking of Saragossa by the Aragonese—’Alf returns to Andalus—Alfonso I. invades Anda-  lusia—Arrives before Granada—The Christians of Granada transported to Africa—’Alf goes to Andalus  the fourth time—His death.    Yusur had no sooner left the shores of Andalus than Alfonso began again to plan  the destruction of the Moslems. Having put himself at the head of considerable  forces, he invaded the dominions of ’Abdu-]-’aziz, King of Murcia, and laid siege to  a strong castle, called Aleyt (Aledo), which he attacked so vigorously that he soon  after took it by storm. Leaving a large force for the defence of the place, Alfonso  retired into his own dominions ; but the Christian garrison of Aledo made so many  incursions into the dominions of Al-mu’tamed, that this Sultan was again’ compelled  to cross over to Africa, and implore Yiisuf’s assistance. Accordingly, in the month  of Rabi’-l-aw4l of 481 (May or June, a. p. 1088), the commander of the Moslems  again landed at Algesiras at the head of a considerable army, and, having united  his forces to those of Al-mu’tamed, marched to Aledo, which he besieged. Owing,  however, to some misunderstanding which arose among the Andalusian chieftains,?  Yuisuf was unable to reduce the place, and after some slight incursions made into  the neighbouring districts of the enemy, he crossed over to Africa.   In the year 483 (beginning March 5, a.p. 1090), Yusuf Ibn Téshefin visited  Andalus for the third time, in order to wage war against the infidels. Having  penetrated as far as Toledo, the court and capital of Alfonso, he besieged it ; but,  although he repeatedly attacked the city, laid waste all the country around,",332,book_7,
"    CHAP. 1.] DYNASTIES IN SPAIN. 295    and prevented provisions and stores being conveyed to it, he was in the end  compelled to raise the siege and return to his dominions across the sea. They say  that on this occasion not one of the Andalusian chieftains joined the banners of  Yusuf, although they had been particularly requested to do so, which so incensed  that Sultdn, that he decided to chastise them for their negligence, and to deprive  them of their dominions.   Among the Andalusian rulers who would not answer the summons of Yiisuf was Deprives  Abdullah Ibn Balkin, who not only did not join that Sultén with his forces, but Balkin of his  had actually concluded a treaty of alliance with Alfonso. Upon him Yusuf first dominions.  wreaked his vengeance. At his approach, ’Abdullah shut the gates of his city, and  made some show of resistance ; but his mother having advised him to try by his  submission to quiet Yusuf’s anger, he went out to meet him, and gave him the  salém. After this he returned to Granada to prepare for the reception of his  illustrious guest; but Yusuf had no sooner gained admittance into ’Abdullah’s  palace than he seized the person of his host, and sent him in irons to Aghmét,  together with his brother Temim, governor of Malaga, after taking possession of  the immense treasures which that Sultan had amassed during a long and prosperous  reign. This ’Abdullah was the grandson of Baddis, son of Habis, founder of the  dynasty of the Zeyrites of Granada. .   In the month of Ramadhan of the same year (a. Hu. 483), Yusuf Ibn TAshefin His generals  quitted Andalus for Africa, leaving one of his best generals, named Seyr Ibn Abi reat of Ans  Bekr, with a body of troops to prosecute the war against the unbelievers. After“  allowing some days’ rest to his men, Seyr led them against Alfonso, whose king-  dom he invaded, plundering and laying waste the land, slaying and making  captives of the inhabitants, reducing the best fortified towns and the strongest  and most inaccessible fortresses. In this manner he penetrated far into the  Christian territory, collecting rich spoils and immense treasures. Having left  bodies of infantry and cavalry to garrison the places which he had taken from  the enemy, Seyr sent to apprise Ytisuf of his success, and to inform him that  whilst his own troops were performing a service of danger on the frontiers, waging  incessant war against the Christians, and leading at the same time a life of hard-  ship and privation, the kings of Andalus were plunged in pleasure and sloth,  and their subjects were enjoying a happy and easy life. He therefore requested  him to send him his instructions respecting the said kings, and to inform him  how he was to deal with them. Yvtisuf’s answer was thus conceived: ‘ Order  ‘‘them to accompany thee to the enemy’s country; if they obey, well and good ;   “if they refuse, lay siege to their cities, attack them one after the other, and  “‘ destroy them without mercy. Thou shalt begin with those princes whose do-",333,book_8,
"    Seyr, the Al-  moravide, at-  tacks the King  of Saragossa.    Takes the  castle of Roda.    Dethrones the  Kings of  Murcia and  Almeria.    Puts to death  Thu Al-afttas,  King of  Badajoz.    296 HISTORY OF THE MOHAMMEDAN [Book VIII.    ‘minions border on the enemy’s frontier, and shalt not attack Al-mu’tamed  ‘until thou hast reduced the rest of Mohammedan Spain.to thy obedience. To  ‘every city or town which may thus fall into thy hands thou shalt appoint a  “ governor from among the officers of thy army.”   Agreeably to his instructions, Seyr first turned his arms against Ibn Hud (King  of Saragossa], who was then [residing] at Rottah (Roda), a strong castle® fortified  with great art and skill, having abundance of fresh water springing up at great  height, and in which there was, moreover, such a quantity of provisions and stores  of all kinds collected by the kings his predecessors, that time only could consume  them. This castle Seyr besieged; but perceiving that he could not reduce it,  owing to its marvellous strength, he had recourse to the following stratagem. One  day he raised the siege, struck his tents, and went away some distance from the  castle: having then selected a division of his army, he dressed them in the Christian  fashion, and directed them to approach the castle, as if they were friends, and came  to sell them provisions; whilst he himself with the remainder of his forces lay  concealed in the neighbourhood. It happened as Seyr had anticipated.- No sooner  had the garrison of Roda perceived the disguised Africans, than, seeing them in  small number, and not suspecting any treason, they came out of the castle, and  the governor among them; upon which, Seyr left his place of concealment, and,  rushing suddenly upon the governor, seized him with his own hand, made him  prisoner, and obliged him to surrender his castle. :   Seyr next attacked the Beni Tahir in the eastern parts of Andalus. Having  advanced upon Murcia, where [’Abdu-r-rahm4n] Ibn Tahir‘ was ruling at the time,  he invested that city with all his forces, and compelled that chieftain to surrender  the place to him and cross over to Africa. The taking of Murcia happened in the  month of Shawwal of the year 484 (a. p. 1091).   The campaign of Murcia being at an end, Seyr next attacked Al]-mu’tassem  Ibn Samédeh, King of Almeria. He sent against him a division of his army  under the command of Abi Zakariyyé Ibn Wasinis, or, according to other au-  thorities, of Mohammed Ibn ’A’yeshah. Having shut himself up in the citadel,  which was of wonderful strength, Ibn Samédeh at first made a stout resistance ;  but hearing that the Almoravides were in possession of the city, and were pre-  paring to invest the citadel, he fell into a low state of mind, and died of sorrow.  His son Hosdmu-d-daulah* then surrendered to the Almoravides, and crossed over  to Africa in a ship which lay at anchor in the bay.   Seyr then marched to Badajoz, where a king of the dynasty of Al-afttas, named  Al-mutawakkel Omar Ibn Mohammed, of whom previous mention has been made,  was reigning at the time. Seyr besieged him [in Badajoz], made him prisoner,",334,book_8,
