Text,Book,Chapter,text,lower,tokenized_sents
"‘« «Commentaries on the Kordn are likewise numerous. I shall only mention here  “that of Abi ’Abdi-r-rahm4n Baki-bn-Mokhlid,® which is written with so much  “« perfection that I do not hesitate to say that the like of it was never composed in  “ any of the countries subject to the rule of Islam ; and that neither the celebrated  “ commentary by Ibn Jarir At-tabari, nor those of other famous writers, can be  “* compared to it. Abd ’Abdi-r-rahman is likewise the author of a voluminous work  “* on sacred traditions, made in the form of a dictionary, in the following manner :—  “ he first of all arranged alphabetically the names of the companions of the Prophet,  ‘ (may the Lord’s favour be with them !) he then disposed the traditions delivered  “‘ by each companion according to the initial letters of the different heads of juris-  “* prudence and the chapters of judicial decisions, quoting traditions from upwards of  “ one thousand three hundred authors. As a collection of traditional jurisprudence I  “ know of no other better than this, nor do I know of any writer who followed this  “« plan before, or who executed his task in a manner so highly deserving of praise, and  “« entitled to so much confidence, or who commanded so much attention and respect  ** by his grave and sound reasoning, by the variety and judicious selection of his tra-  “« ditional anecdotes, and the purity of the springs at which he drank ; for he quotes  “ from the mouth of upwards of two hundred and eighty-four doctors, among whom  “ not one-tenth were of an inferior class, while all the rest were men well known for",book_2,chapter_4,True,"‘« «commentaries on the kordn are likewise numerous. i shall only mention here  “that of abi ’abdi-r-rahm4n baki-bn-mokhlid,® which is written with so much  “« perfection that i do not hesitate to say that the like of it was never composed in  “ any of the countries subject to the rule of islam ; and that neither the celebrated  “ commentary by ibn jarir at-tabari, nor those of other famous writers, can be  “* compared to it. abd ’abdi-r-rahman is likewise the author of a voluminous work  “* on sacred traditions, made in the form of a dictionary, in the following manner :—  “ he first of all arranged alphabetically the names of the companions of the prophet,  ‘ (may the lord’s favour be with them !) he then disposed the traditions delivered  “‘ by each companion according to the initial letters of the different heads of juris-  “* prudence and the chapters of judicial decisions, quoting traditions from upwards of  “ one thousand three hundred authors. as a collection of traditional jurisprudence i  “ know of no other better than this, nor do i know of any writer who followed this  “« plan before, or who executed his task in a manner so highly deserving of praise, and  “« entitled to so much confidence, or who commanded so much attention and respect  ** by his grave and sound reasoning, by the variety and judicious selection of his tra-  “« ditional anecdotes, and the purity of the springs at which he drank ; for he quotes  “ from the mouth of upwards of two hundred and eighty-four doctors, among whom  “ not one-tenth were of an inferior class, while all the rest were men well known for","['‘« «commentaries on the kordn are likewise numerous.', 'i shall only mention here  “that of abi ’abdi-r-rahm4n baki-bn-mokhlid,® which is written with so much  “« perfection that i do not hesitate to say that the like of it was never composed in  “ any of the countries subject to the rule of islam ; and that neither the celebrated  “ commentary by ibn jarir at-tabari, nor those of other famous writers, can be  “* compared to it.', 'abd ’abdi-r-rahman is likewise the author of a voluminous work  “* on sacred traditions, made in the form of a dictionary, in the following manner :—  “ he first of all arranged alphabetically the names of the companions of the prophet,  ‘ (may the lord’s favour be with them !)', 'he then disposed the traditions delivered  “‘ by each companion according to the initial letters of the different heads of juris-  “* prudence and the chapters of judicial decisions, quoting traditions from upwards of  “ one thousand three hundred authors.', 'as a collection of traditional jurisprudence i  “ know of no other better than this, nor do i know of any writer who followed this  “« plan before, or who executed his task in a manner so highly deserving of praise, and  “« entitled to so much confidence, or who commanded so much attention and respect  ** by his grave and sound reasoning, by the variety and judicious selection of his tra-  “« ditional anecdotes, and the purity of the springs at which he drank ; for he quotes  “ from the mouth of upwards of two hundred and eighty-four doctors, among whom  “ not one-tenth were of an inferior class, while all the rest were men well known for']"
" “their learning and their works. Nor were these the only performances of this  “ distinguished writer ; he composed besides several works on the excellences of the  “ gs‘hdb (companions) and tdbi’s (followers) of the Prophet, and other eminent men not  “ belonging to either of the above-mentioned classes, which very much increase our  “ stock of information derived from the work of Abi Bekr Ibn Abi Sheybah, and  “that of ’Abdu-r-razz4k Ibn Hamdm,® and that of Sa’id Ibn Mansir™ and  “others. The said writer, as well in this as in his other works, displayed the most  “profound learning, and an erudition which no author before him ever showed :  “ the works of this illustrious Im4m became the foundations of Islam, and I may  “ confidently assert that nothing equal to them was ever written. In private life he  “was a most excellent and virtuous man ; he never would accept any public office,  “and was the intimate friend of Ahmed Ibn Hanbal, (may God show him mercy !)",book_2,chapter_4,True," “their learning and their works. nor were these the only performances of this  “ distinguished writer ; he composed besides several works on the excellences of the  “ gs‘hdb (companions) and tdbi’s (followers) of the prophet, and other eminent men not  “ belonging to either of the above-mentioned classes, which very much increase our  “ stock of information derived from the work of abi bekr ibn abi sheybah, and  “that of ’abdu-r-razz4k ibn hamdm,® and that of sa’id ibn mansir™ and  “others. the said writer, as well in this as in his other works, displayed the most  “profound learning, and an erudition which no author before him ever showed :  “ the works of this illustrious im4m became the foundations of islam, and i may  “ confidently assert that nothing equal to them was ever written. in private life he  “was a most excellent and virtuous man ; he never would accept any public office,  “and was the intimate friend of ahmed ibn hanbal, (may god show him mercy !)","[' “their learning and their works.', 'nor were these the only performances of this  “ distinguished writer ; he composed besides several works on the excellences of the  “ gs‘hdb (companions) and tdbi’s (followers) of the prophet, and other eminent men not  “ belonging to either of the above-mentioned classes, which very much increase our  “ stock of information derived from the work of abi bekr ibn abi sheybah, and  “that of ’abdu-r-razz4k ibn hamdm,® and that of sa’id ibn mansir™ and  “others.', 'the said writer, as well in this as in his other works, displayed the most  “profound learning, and an erudition which no author before him ever showed :  “ the works of this illustrious im4m became the foundations of islam, and i may  “ confidently assert that nothing equal to them was ever written.', 'in private life he  “was a most excellent and virtuous man ; he never would accept any public office,  “and was the intimate friend of ahmed ibn hanbal, (may god show him mercy !)']"
"“Qn the legal decisions contained in the Koran we possess the Ahkdmu-l-kordn Legal decisions  “ (decisions of the Korén), a work by Abii Umeyyah Al-hijéri,* who followed the Korén.  “sect of Shafa’i, and wrote in a pure and elegant style: that of the Kadi Abi-l-",book_2,chapter_4,True,"“qn the legal decisions contained in the koran we possess the ahkdmu-l-kordn legal decisions  “ (decisions of the korén), a work by abii umeyyah al-hijéri,* who followed the korén.  “sect of shafa’i, and wrote in a pure and elegant style: that of the kadi abi-l-","['“qn the legal decisions contained in the koran we possess the ahkdmu-l-kordn legal decisions  “ (decisions of the korén), a work by abii umeyyah al-hijéri,* who followed the korén.', '“sect of shafa’i, and wrote in a pure and elegant style: that of the kadi abi-l-']"
". “hakem Mundhir Ibn Sa’id,* who followed the sect of Déid,” and was one of  “his warmest supporters, and wrote a most eloquent and ingenious defence of it.  “ Both the works of these authors on the legal decisions founded on the Koran are  “ really invaluable. Besides the above-mentioned, Mundhir composed other works,  “as the Kitdbu-l-abdnati min hakdyiki osili-d-diydnati (the book of demonstration  “ of the true principles of religious observances).",book_2,chapter_4,True,". “hakem mundhir ibn sa’id,* who followed the sect of déid,” and was one of  “his warmest supporters, and wrote a most eloquent and ingenious defence of it.  “ both the works of these authors on the legal decisions founded on the koran are  “ really invaluable. besides the above-mentioned, mundhir composed other works,  “as the kitdbu-l-abdnati min hakdyiki osili-d-diydnati (the book of demonstration  “ of the true principles of religious observances).","['.', '“hakem mundhir ibn sa’id,* who followed the sect of déid,” and was one of  “his warmest supporters, and wrote a most eloquent and ingenious defence of it.', '“ both the works of these authors on the legal decisions founded on the koran are  “ really invaluable.', 'besides the above-mentioned, mundhir composed other works,  “as the kitdbu-l-abdnati min hakdyiki osili-d-diydnati (the book of demonstration  “ of the true principles of religious observances).']"
"“* Inthe department of traditions I can quote the work of Abi Mohammed Kasim oer  “Tbn Asbagh Ibn Yusuf Ibn Nassij, as also that of Mohammed Ibn ’Abdi-l-mélik ,  “Tbn Aymen, both of which are compositions of the greatest merit, and contain a  “ greater number of traditional stories, and wonderful anecdotes, than any other  “work which has yet come to my hands. The former of those doctors is likewise  “known as the author of several works which are held in great estimation ; as  “for instance the Kitdb ahkdmi-l-kordn (the book on the decisions of the Koran),  “ following the chapters and divisions of the book of Isma’il,®° and the very sense  “of his words ; Kitdbu-l-mujtant” (the book of the gathering), being a work on  “the same subject, disposed in the same form as that of Ibnu-l-jérdd entitled  “ Kitdbu-l-muntakt™ (the book of selections), to which it is considered far superior,  “not only as containing a greater number of well authenticated traditions and  “ precious allegations, but because it abounds with useful and important learning in  “other matters. Another of the same kind is the Kitdb ft fadhdyili Korayshi wa  “ Kandnati (the book on the excellency of the tribes of Koraysh and Kananah),’?  “and the Kitdb ft-n-ndsikh wa-l-mansikh (the book on the copy and the original) ;”3",book_2,chapter_4,True,"“* inthe department of traditions i can quote the work of abi mohammed kasim oer  “tbn asbagh ibn yusuf ibn nassij, as also that of mohammed ibn ’abdi-l-mélik ,  “tbn aymen, both of which are compositions of the greatest merit, and contain a  “ greater number of traditional stories, and wonderful anecdotes, than any other  “work which has yet come to my hands. the former of those doctors is likewise  “known as the author of several works which are held in great estimation ; as  “for instance the kitdb ahkdmi-l-kordn (the book on the decisions of the koran),  “ following the chapters and divisions of the book of isma’il,®° and the very sense  “of his words ; kitdbu-l-mujtant” (the book of the gathering), being a work on  “the same subject, disposed in the same form as that of ibnu-l-jérdd entitled  “ kitdbu-l-muntakt™ (the book of selections), to which it is considered far superior,  “not only as containing a greater number of well authenticated traditions and  “ precious allegations, but because it abounds with useful and important learning in  “other matters. another of the same kind is the kitdb ft fadhdyili korayshi wa  “ kandnati (the book on the excellency of the tribes of koraysh and kananah),’?  “and the kitdb ft-n-ndsikh wa-l-mansikh (the book on the copy and the original) ;”3","['“* inthe department of traditions i can quote the work of abi mohammed kasim oer  “tbn asbagh ibn yusuf ibn nassij, as also that of mohammed ibn ’abdi-l-mélik ,  “tbn aymen, both of which are compositions of the greatest merit, and contain a  “ greater number of traditional stories, and wonderful anecdotes, than any other  “work which has yet come to my hands.', 'the former of those doctors is likewise  “known as the author of several works which are held in great estimation ; as  “for instance the kitdb ahkdmi-l-kordn (the book on the decisions of the koran),  “ following the chapters and divisions of the book of isma’il,®° and the very sense  “of his words ; kitdbu-l-mujtant” (the book of the gathering), being a work on  “the same subject, disposed in the same form as that of ibnu-l-jérdd entitled  “ kitdbu-l-muntakt™ (the book of selections), to which it is considered far superior,  “not only as containing a greater number of well authenticated traditions and  “ precious allegations, but because it abounds with useful and important learning in  “other matters.', 'another of the same kind is the kitdb ft fadhdyili korayshi wa  “ kandnati (the book on the excellency of the tribes of koraysh and kananah),’?', '“and the kitdb ft-n-ndsikh wa-l-mansikh (the book on the copy and the original) ;”3']"
  182 HISTORY OF THE MOHAMMEDAN [Book 11.,book_2,chapter_4,True,  182 history of the mohammedan [book 11.,['  182 history of the mohammedan [book 11.']
" “ and the ‘ book of the wonders of traditions preserved by Malik, and which are not  “in his Mowattd’ (Kitdb ghardyibi-l-hadithi Maliki mimmd leysa ft-l-mowattd).",book_2,chapter_4,True," “ and the ‘ book of the wonders of traditions preserved by malik, and which are not  “in his mowattd’ (kitdb ghardyibi-l-hadithi maliki mimmd leysa ft-l-mowattd).","[' “ and the ‘ book of the wonders of traditions preserved by malik, and which are not  “in his mowattd’ (kitdb ghardyibi-l-hadithi maliki mimmd leysa ft-l-mowattd).']"
"“« « Another work on the subject is that written under the title of At-tamhid (the  “ book of levelling) by our excellent friend Abi Omar Yisuf Ibn ’Abdi-l-barr, who  “ is now living, and still very far from old age, (may God delay the end of his life !)  “« Such a book as his was never composed in Arabic ; the style in which it is written,  “ and the respectability of the authorities consulted for it, make it highly commend-  “‘ able; indeed I cannot imagine how a better one could be written. An epitome of  “ the aforesaid work (At-tamhfd), entitled the ‘ book of the recollections’ (Kitdbu-l-  “« istidhkdri),”* is also counted among the works written by my friend, as likewise  “‘ many others equally valuable, and the like of which never were written. I shall  “ only mention his ‘ manual of legal decisions according to the school of Malik and  “ his disciples’ (Kitdbu-l-kdfiyu fi-L-fik’ hi wa-l-madW’hebi Mdlik wa as‘hdbihi),”> which  “« he has divided into fifteen books, and wherein he has introduced every thing that  “* was necessary and important for a Mufti to know, explaining every circumstance  “ with the greatest care and attention, thus making it a work that rendered unne-  ‘* cessary other great compilations on the subject. He also composed a work on  “the biography of the companions of the Prophet, which stands unrivalled by any  “« preceding author who has treated the subject, notwithstanding that many have  “ undertaken it.",book_2,chapter_4,True,"“« « another work on the subject is that written under the title of at-tamhid (the  “ book of levelling) by our excellent friend abi omar yisuf ibn ’abdi-l-barr, who  “ is now living, and still very far from old age, (may god delay the end of his life !)  “« such a book as his was never composed in arabic ; the style in which it is written,  “ and the respectability of the authorities consulted for it, make it highly commend-  “‘ able; indeed i cannot imagine how a better one could be written. an epitome of  “ the aforesaid work (at-tamhfd), entitled the ‘ book of the recollections’ (kitdbu-l-  “« istidhkdri),”* is also counted among the works written by my friend, as likewise  “‘ many others equally valuable, and the like of which never were written. i shall  “ only mention his ‘ manual of legal decisions according to the school of malik and  “ his disciples’ (kitdbu-l-kdfiyu fi-l-fik’ hi wa-l-madw’hebi mdlik wa as‘hdbihi),”> which  “« he has divided into fifteen books, and wherein he has introduced every thing that  “* was necessary and important for a mufti to know, explaining every circumstance  “ with the greatest care and attention, thus making it a work that rendered unne-  ‘* cessary other great compilations on the subject. he also composed a work on  “the biography of the companions of the prophet, which stands unrivalled by any  “« preceding author who has treated the subject, notwithstanding that many have  “ undertaken it.","['“« « another work on the subject is that written under the title of at-tamhid (the  “ book of levelling) by our excellent friend abi omar yisuf ibn ’abdi-l-barr, who  “ is now living, and still very far from old age, (may god delay the end of his life !)', '“« such a book as his was never composed in arabic ; the style in which it is written,  “ and the respectability of the authorities consulted for it, make it highly commend-  “‘ able; indeed i cannot imagine how a better one could be written.', 'an epitome of  “ the aforesaid work (at-tamhfd), entitled the ‘ book of the recollections’ (kitdbu-l-  “« istidhkdri),”* is also counted among the works written by my friend, as likewise  “‘ many others equally valuable, and the like of which never were written.', 'i shall  “ only mention his ‘ manual of legal decisions according to the school of malik and  “ his disciples’ (kitdbu-l-kdfiyu fi-l-fik’ hi wa-l-madw’hebi mdlik wa as‘hdbihi),”> which  “« he has divided into fifteen books, and wherein he has introduced every thing that  “* was necessary and important for a mufti to know, explaining every circumstance  “ with the greatest care and attention, thus making it a work that rendered unne-  ‘* cessary other great compilations on the subject.', 'he also composed a work on  “the biography of the companions of the prophet, which stands unrivalled by any  “« preceding author who has treated the subject, notwithstanding that many have  “ undertaken it.']"
"“On the same topic we have a book, also the composition of Ibn ’Abdi-l-barr,”  “ entitled ‘sufficient rules on the method of reading the Koran, according to the  “* schools of Naf’ and Abi ’Amri, with proofs in favour of each system,’ and the  “ book called ‘ glory of the assemblies and delight of the assembled on the charming  “ verses and wonderful anecdotes which occur in the reading of the Koran and its  “* commentaries’ (Kitdb bahjati-l-mejdlisi wa anisi-l-mujdlist),”” and the book en-  ‘titled ‘repertory of science,’® and exposition of its advantages,’ being a manual  “ of what is necessary to be known in order to become a good traditionist.",book_2,chapter_4,True,"“on the same topic we have a book, also the composition of ibn ’abdi-l-barr,”  “ entitled ‘sufficient rules on the method of reading the koran, according to the  “* schools of naf’ and abi ’amri, with proofs in favour of each system,’ and the  “ book called ‘ glory of the assemblies and delight of the assembled on the charming  “ verses and wonderful anecdotes which occur in the reading of the koran and its  “* commentaries’ (kitdb bahjati-l-mejdlisi wa anisi-l-mujdlist),”” and the book en-  ‘titled ‘repertory of science,’® and exposition of its advantages,’ being a manual  “ of what is necessary to be known in order to become a good traditionist.","['“on the same topic we have a book, also the composition of ibn ’abdi-l-barr,”  “ entitled ‘sufficient rules on the method of reading the koran, according to the  “* schools of naf’ and abi ’amri, with proofs in favour of each system,’ and the  “ book called ‘ glory of the assemblies and delight of the assembled on the charming  “ verses and wonderful anecdotes which occur in the reading of the koran and its  “* commentaries’ (kitdb bahjati-l-mejdlisi wa anisi-l-mujdlist),”” and the book en-  ‘titled ‘repertory of science,’® and exposition of its advantages,’ being a manual  “ of what is necessary to be known in order to become a good traditionist.']"
"“«Tcan also mention another work by our Sheikh the K4di Abi-l-walid ’Abdillah  ‘Tbn Mohammed Ibn Yiisuf, better known by the surname of Ibnu-l-faradhi,”? on  ‘the various modes of spelling proper names (Al-mokhtalef wa-l-mutalef ft asmdi-  ‘* r-rejdli), which is composed of thirty parts, or books, while the famous one  “by the Héfedh ’Abdu-l-ghani-l-basri,*"" on the same subject, has only two. In  “fact, I know no better work on this science.",book_2,chapter_4,True,"“«tcan also mention another work by our sheikh the k4di abi-l-walid ’abdillah  ‘tbn mohammed ibn yiisuf, better known by the surname of ibnu-l-faradhi,”? on  ‘the various modes of spelling proper names (al-mokhtalef wa-l-mutalef ft asmdi-  ‘* r-rejdli), which is composed of thirty parts, or books, while the famous one  “by the héfedh ’abdu-l-ghani-l-basri,*"" on the same subject, has only two. in  “fact, i know no better work on this science.","['“«tcan also mention another work by our sheikh the k4di abi-l-walid ’abdillah  ‘tbn mohammed ibn yiisuf, better known by the surname of ibnu-l-faradhi,”?', 'on  ‘the various modes of spelling proper names (al-mokhtalef wa-l-mutalef ft asmdi-  ‘* r-rejdli), which is composed of thirty parts, or books, while the famous one  “by the héfedh ’abdu-l-ghani-l-basri,*"" on the same subject, has only two.', 'in  “fact, i know no better work on this science.']"
"Rineraphy af £6 As to the history of the companions of the Prophet, and other famous tradi-  wi the Hrophet, “ tionists, written by Ahmed Ibn Sa’fd,® I can only say that it is a work of the  “* greatest merit. The author followed an entirely new plan ; he disposed his names",book_2,chapter_4,True,"rineraphy af £6 as to the history of the companions of the prophet, and other famous tradi-  wi the hrophet, “ tionists, written by ahmed ibn sa’fd,® i can only say that it is a work of the  “* greatest merit. the author followed an entirely new plan ; he disposed his names","['rineraphy af £6 as to the history of the companions of the prophet, and other famous tradi-  wi the hrophet, “ tionists, written by ahmed ibn sa’fd,® i can only say that it is a work of the  “* greatest merit.', 'the author followed an entirely new plan ; he disposed his names']"
" “in a manner which I believe was never pursued by any preceding writers, with the  “exception of Mohammed Ibn Misa Al-’okayli, a native of Baghd4d,® who, I  “am informed, followed the same plan, although his book has not come to my  “hands. Ahmed Ibn Sa’id is, moreover, deservedly put at the head of the authors  “ who have treated the subject.",book_2,chapter_4,True," “in a manner which i believe was never pursued by any preceding writers, with the  “exception of mohammed ibn misa al-’okayli, a native of baghd4d,® who, i  “am informed, followed the same plan, although his book has not come to my  “hands. ahmed ibn sa’id is, moreover, deservedly put at the head of the authors  “ who have treated the subject.","[' “in a manner which i believe was never pursued by any preceding writers, with the  “exception of mohammed ibn misa al-’okayli, a native of baghd4d,® who, i  “am informed, followed the same plan, although his book has not come to my  “hands.', 'ahmed ibn sa’id is, moreover, deservedly put at the head of the authors  “ who have treated the subject.']"
"“*The Kadi Mohammed Ibn Yahya Ibn Mufarraj™ is the author of several  “works in the same department of science. The principal are: a treatise divided  “ into seven books, in which he collected all that Al-hasan Al-basri® had written on  “ jurisprudence,*—a similar compilation of the writings of Az-zahri,®’—and other  “less elaborate works on the same subject. Of the same kind is a commentary on  “traditions by ’A’mir Ibn Khalf As-sarakosti (of Saragossa), which, in the opinion of  “ Abi ’Obeyd, was the most brilliant production of the age. As to the works which  “ the aforesaid writer composed on jurisprudence and the disciples of Malik, there is  “ but one opinion in this country ; they are held in great repute, and considered most  “accomplished performances : one of them, entitled Al-mustakhrdjatu mina-l-isma’ ti  “ (extracts from the hearing of lessons), better known by the title of Al-’otbiyyah,*  “is justly celebrated, and held in great estimation among the people of Africa.",book_2,chapter_4,True,"“*the kadi mohammed ibn yahya ibn mufarraj™ is the author of several  “works in the same department of science. the principal are: a treatise divided  “ into seven books, in which he collected all that al-hasan al-basri® had written on  “ jurisprudence,*—a similar compilation of the writings of az-zahri,®’—and other  “less elaborate works on the same subject. of the same kind is a commentary on  “traditions by ’a’mir ibn khalf as-sarakosti (of saragossa), which, in the opinion of  “ abi ’obeyd, was the most brilliant production of the age. as to the works which  “ the aforesaid writer composed on jurisprudence and the disciples of malik, there is  “ but one opinion in this country ; they are held in great repute, and considered most  “accomplished performances : one of them, entitled al-mustakhrdjatu mina-l-isma’ ti  “ (extracts from the hearing of lessons), better known by the title of al-’otbiyyah,*  “is justly celebrated, and held in great estimation among the people of africa.","['“*the kadi mohammed ibn yahya ibn mufarraj™ is the author of several  “works in the same department of science.', 'the principal are: a treatise divided  “ into seven books, in which he collected all that al-hasan al-basri® had written on  “ jurisprudence,*—a similar compilation of the writings of az-zahri,®’—and other  “less elaborate works on the same subject.', 'of the same kind is a commentary on  “traditions by ’a’mir ibn khalf as-sarakosti (of saragossa), which, in the opinion of  “ abi ’obeyd, was the most brilliant production of the age.', 'as to the works which  “ the aforesaid writer composed on jurisprudence and the disciples of malik, there is  “ but one opinion in this country ; they are held in great repute, and considered most  “accomplished performances : one of them, entitled al-mustakhrdjatu mina-l-isma’ ti  “ (extracts from the hearing of lessons), better known by the title of al-’otbiyyah,*  “is justly celebrated, and held in great estimation among the people of africa.']"
"“« Another work by Abi Omar Ahmed Ibn ’Abdi-]-mélik Ibn Hishdm Al-ishbili,  “better known by the surnames of Ibnu-l-makiwi® Al-korayshi, is also much  “read. Abt Merwdn Al-mu’aytti® wrote a collection of all the sayings of Malik  “Tbn Ans, which is equally commended. The author took as his model the collec-  “tion which, under the title of Al-bdhir (the illustrious),®! was published by Abt  “ Bekr Mohammed Ibnu-l-haddéd on the sayings of the Imam Shéafa’i.",book_2,chapter_4,True,"“« another work by abi omar ahmed ibn ’abdi-]-mélik ibn hishdm al-ishbili,  “better known by the surnames of ibnu-l-makiwi® al-korayshi, is also much  “read. abt merwdn al-mu’aytti® wrote a collection of all the sayings of malik  “tbn ans, which is equally commended. the author took as his model the collec-  “tion which, under the title of al-bdhir (the illustrious),®! was published by abt  “ bekr mohammed ibnu-l-haddéd on the sayings of the imam shéafa’i.","['“« another work by abi omar ahmed ibn ’abdi-]-mélik ibn hishdm al-ishbili,  “better known by the surnames of ibnu-l-makiwi® al-korayshi, is also much  “read.', 'abt merwdn al-mu’aytti® wrote a collection of all the sayings of malik  “tbn ans, which is equally commended.', 'the author took as his model the collec-  “tion which, under the title of al-bdhir (the illustrious),®!', 'was published by abt  “ bekr mohammed ibnu-l-haddéd on the sayings of the imam shéafa’i.']"
"“The Kitdbu-l-muntekhab (the book of selections) by the Kadi Mohammed Ibn  “ Yahya Ibn Omar Ibn Lubdbah ® is well known as the most accurate and learned  “ performance that ever issued from the pen of any doctor professing the sect of  “ Malik on the traditions respecting that sect, as well as the best commentary on  “ the obscure points in the same traditions.",book_2,chapter_4,True,"“the kitdbu-l-muntekhab (the book of selections) by the kadi mohammed ibn  “ yahya ibn omar ibn lubdbah ® is well known as the most accurate and learned  “ performance that ever issued from the pen of any doctor professing the sect of  “ malik on the traditions respecting that sect, as well as the best commentary on  “ the obscure points in the same traditions.","['“the kitdbu-l-muntekhab (the book of selections) by the kadi mohammed ibn  “ yahya ibn omar ibn lubdbah ® is well known as the most accurate and learned  “ performance that ever issued from the pen of any doctor professing the sect of  “ malik on the traditions respecting that sect, as well as the best commentary on  “ the obscure points in the same traditions.']"
"“The works of Kdsim Ibn Mohammed, known by the surname of Sdhibu-l-  “ wathdyik,® are famous for the perspicuity of the arguments employed and the good  “ style in which they are written. He professed the sect of Shdfa’i, and followed in  “ every respect the practices and religious opinions of the people of Baghdad.",book_2,chapter_4,True,"“the works of kdsim ibn mohammed, known by the surname of sdhibu-l-  “ wathdyik,® are famous for the perspicuity of the arguments employed and the good  “ style in which they are written. he professed the sect of shdfa’i, and followed in  “ every respect the practices and religious opinions of the people of baghdad.","['“the works of kdsim ibn mohammed, known by the surname of sdhibu-l-  “ wathdyik,® are famous for the perspicuity of the arguments employed and the good  “ style in which they are written.', 'he professed the sect of shdfa’i, and followed in  “ every respect the practices and religious opinions of the people of baghdad.']"
"“So much for the works on theology and jurisprudence. Those on grammar, ae  “ rhetoric, and lexicography, are almost innumerable. Among the first in merit .  “stands one composed by Isma’il Ibnu-l-k4sim,* which treats on all topics con-  “nected with the Arabic language. Another production of the same writer on the  “words which have a short alif, or a long one marked with meddah, or a hamzah,*  “is reckoned to be the most complete that ever was written on the subject.",book_2,chapter_4,True,"“so much for the works on theology and jurisprudence. those on grammar, ae  “ rhetoric, and lexicography, are almost innumerable. among the first in merit .  “stands one composed by isma’il ibnu-l-k4sim,* which treats on all topics con-  “nected with the arabic language. another production of the same writer on the  “words which have a short alif, or a long one marked with meddah, or a hamzah,*  “is reckoned to be the most complete that ever was written on the subject.","['“so much for the works on theology and jurisprudence.', 'those on grammar, ae  “ rhetoric, and lexicography, are almost innumerable.', 'among the first in merit .', '“stands one composed by isma’il ibnu-l-k4sim,* which treats on all topics con-  “nected with the arabic language.', 'another production of the same writer on the  “words which have a short alif, or a long one marked with meddah, or a hamzah,*  “is reckoned to be the most complete that ever was written on the subject.']"
" “©The Kitdbu-l-af’dl (the book of verbs) by Mohammed Ibn ’A’mir Al-maghrebi,  ‘* better known by the surname of Ibnu-l-hnittiyyah®, (the son of the Goth), with  “ the additions by Ibn Tarif, a mault®” of the ’Obeydites, is generally considered to  ‘ be the best work on the subject.",book_2,chapter_4,True," “©the kitdbu-l-af’dl (the book of verbs) by mohammed ibn ’a’mir al-maghrebi,  ‘* better known by the surname of ibnu-l-hnittiyyah®, (the son of the goth), with  “ the additions by ibn tarif, a mault®” of the ’obeydites, is generally considered to  ‘ be the best work on the subject.","[' “©the kitdbu-l-af’dl (the book of verbs) by mohammed ibn ’a’mir al-maghrebi,  ‘* better known by the surname of ibnu-l-hnittiyyah®, (the son of the goth), with  “ the additions by ibn tarif, a mault®” of the ’obeydites, is generally considered to  ‘ be the best work on the subject.']"
